id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
68537,68756,123299,5291,,11Alp Dra,Thuban,14.073165,64.375850,92.9368,-56.52,17.19,-13.0,3.670,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-0.00000225,0.00002838,-0.00000864,3.6843459063539400,1.1235705482203700,-0.00000027401669225000000,0.000000083339471,Alp,11,Dra,1,68537,,256.09435171567700,,,
68675,68895,123123,5287,Gl 538.1,49Pi  Hya,,14.106193,-26.682361,30.9598,43.05,-140.82,27.3,3.250,0.796,K2III,1.091,-23.563202,-14.492156,-13.902421,-0.00000978,-0.00001360,-0.00003142,3.692992633232530,-0.46569505275296,0.00000020871228947916700,-0.000000682714624,Pi,49,Hya,1,68675,,41.84080195674280,,,
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.060,0.780,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-0.00000190,0.00005217,-0.00003724,3.6943545480965800,-0.6347754526653110,-0.000002517588961756940,-0.000002510704607,The,5,Cen,1,68714,,42.46195639463130,,,
69451,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.261030,19.182410,11.2575,-1093.45,-1999.40,-5.0,-0.050,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-0.00005905,0.00003220,-0.00010473,3.7335290285420900,0.33479621805862100,-0.000005301195190034720,-0.000009693364729,Alp,16,Boo,1,69451,,115.55799554021300,,,
69773,69996,125238,5354,,Iot Lup,,14.323396,-46.058093,103.6269,-12.81,-3.79,22.0,3.550,-1.527,B2.5IV,-0.184,-59.012186,-41.092372,-74.616044,-0.00001537,-0.00000286,-0.00001752,3.7498562745844700,-0.8038653707763330,-0.00000006210463247916670,-0.000000018374438,Iot,,Lup,1,69773,,355.4675819990700,,,
70828,71053,127665,5429,,25Rho Boo,,14.530500,30.371437,49.0918,-100.44,120.22,-14.0,3.570,0.115,K3III,1.298,-33.395248,-26.051319,24.820934,0.00000644,0.00003534,0.00001744,3.8040759432149700,0.5300815758763020,-0.00000048694686075,0.000000582843006,Rho,25,Boo,1,70828,,78.34296427662120,,,
70851,71075,127762,5435,,27Gam Boo,,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.040,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.495060,0.00002378,0.00003751,-0.00000808,3.8051588582306800,0.66860513750719,-0.0000005602022078819440,0.000000736286536,Gam,27,Boo,1,70851,,37.49730022454830,Gam,3.052,3.032
71125,71352,127972,5440,,Eta Cen,,14.591786,-42.157824,93.7207,-35.31,-32.44,0.0,2.330,-2.529,B1Vn + A,-0.157,-54.086167,-43.605833,-62.903000,-0.00000237,0.00001870,-0.00001093,3.820120736107530,-0.7357928411436240,-0.00000017118771060416700,-0.000000157273557,Eta,,Cen,1,71125,,894.5404837788690,Eta,2.378,2.308
71453,71681,128621,5460,Gl 559B,Alp2Cen,,14.660346,-60.838300,1.3248,-3678.19,481.84,-26.2,1.350,5.739,K1V,0.900,-0.495181,-0.413973,-1.156674,-0.00000722,0.00002476,0.00002491,3.8380695707772300,-1.0618286487704200,-0.00001783236831682640,0.000002336026238,Alp-2,,Cen,2,71456,Gl 559,0.44096081645063800,,,
71456,71683,128620,5459,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.010,4.379,G2V,0.710,-0.495203,-0.414084,-1.156625,-0.00000722,0.00002476,0.00002491,3.838179211777230,-1.0617531757704200,-0.00001783236831682640,0.000002336026238,Alp-1,,Cen,1,71456,Gl 559,1.543121065657790,,0.113,-0.087
71569,71795,129246,5477,,30Zet Boo,,14.685820,13.728300,53.8793,52.36,-12.71,-6.0,3.780,0.123,A3IVn,0.044,-39.925583,-33.844144,12.786515,0.00001279,-0.00000709,-0.00000468,3.8447386001738800,0.2396040388265930,0.00000025384844313888900,-0.000000061619818,Zet,30,Boo,1,71569,,77.76783344557050,,,
71634,71860,129056,5469,,Alp Lup,,14.698823,-47.388200,142.4501,-21.15,-24.22,5.0,2.300,-3.468,B1.5III,-0.154,-73.354913,-62.611867,-104.837277,-0.00000275,0.00001685,-0.00001509,3.848142761791680,-0.8270801174413890,-0.00000010253809343750000,-0.000000117421873,Alp,,Lup,1,71634,,2124.222477388700,Alp,2.311,2.281
71682,71908,128898,5463,Gl 560A,Alp Cir,,14.708492,-64.975138,16.5700,-192.64,-234.07,7.2,3.180,2.083,F1Vp,0.256,-5.319852,-4.563974,-15.014538,0.00000049,0.00002081,-0.00001463,3.8506743019806000,-1.1340300965295900,-0.0000009339450742222220,-0.000001134803382,Alp,,Cir,1,71682,Gl 560,12.78792262935850,Alp,3.184,3.174
71731,71957,129502,5487,Wo 9491,107Mu  Vir,,14.717673,-5.658207,18.2715,104.23,-319.90,4.7,3.870,2.561,F2III,0.385,-13.771311,-11.872446,-1.801463,0.00000452,-0.00000829,-0.00002867,3.8530777945613700,-0.09875433454093500,0.0000005053212992430560,-0.000001550918964,Mu,107,Vir,1,71731,,8.233794052101350,,,
71879,72105,129988,5505,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.00,-23.0,2.350,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,0.00000775,0.00002708,-0.00000534,3.8614843383663700,0.47253432342394,-0.0000002455581292013890,0.000000096962736,Eps,36,Boo,1,71879,,385.83355990535100,,,
71994,72220,130109,5511,,109    Vir,,14.770812,1.892885,41.2371,-116.04,-21.75,-6.0,3.730,0.654,A0V,-0.005,-30.838211,-27.343068,1.362104,-0.00001091,0.00002133,-0.00000455,3.866989601444290,0.03303708233896880,-0.0000005625777949166670,-0.000000105446975,,109,Vir,1,71994,,47.68699981017780,,,
72144,72370,129078,5470,,Alp Aps,,14.797701,-79.044751,136.9863,-5.67,-15.75,-1.0,3.830,-1.853,K5III,1.433,-19.356924,-17.407930,-134.489842,0.00000526,0.00000980,-0.00000098,3.874029003471810,-1.3795911541338500,-0.0000000274889356875,-0.000000076358154,Alp,,Aps,1,72144,,479.95442493194400,,,
72380,72607,131873,5563,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17.0,2.070,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-0.00000611,0.00000291,0.00001736,3.8864392902195500,1.2942577172364500,-0.0000001565463374513890,0.000000057741309,Bet,7,UMi,1,72380,,208.54510476931700,,,
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69.00,-46.7,2.750,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,0.00002722,0.00004135,0.00000573,3.887191169503680,-0.27998184606259100,-0.0000005123995789791670,-0.000000334521439,Alp-2,9,Lib,1,72396,,37.35940922588000,,,
73046,73273,132058,5571,,Bet Lup,,14.975537,-43.133960,117.3709,-34.06,-38.30,-0.8,2.680,-2.668,B2III,-0.184,-60.951955,-60.176134,-80.247234,-0.00000259,0.00002468,-0.00001534,3.9205864841340300,-0.7528296217318410,-0.00000016512753959722200,-0.000000185683639,Bet,,Lup,1,73046,,1016.716800466380,,,
73107,73334,132200,5576,,Kap Cen,,14.986025,-42.104194,117.5088,-17.76,-21.33,8.0,3.130,-2.220,B2IV,-0.208,-61.872830,-61.421692,-78.787457,-0.00000565,0.00000864,-0.00001450,3.9233320665995400,-0.7348568098441330,-0.00000008610290966666670,-0.000000103410758,Kap,,Cen,1,73107,,672.9766562843180,,,
73327,73555,133208,5602,,42Bet Boo,,15.032436,40.390566,69.0608,-40.20,-29.22,-20.0,3.490,-0.706,G8III,0.956,-36.876434,-37.508062,44.750903,-0.00000312,0.00001602,-0.00002071,3.935482540667880,0.7049483564526260,-0.00000019489509958333300,-0.000000141662557,Bet,42,Boo,1,73327,,166.87835113653900,,,
73486,73714,133216,5603,,20Sig Lib,,15.067839,-25.281965,88.4173,-71.85,-44.69,-4.0,3.250,-1.483,M3/M4III,1.674,-55.519190,-57.527085,-37.760649,-0.00001391,0.00002993,-0.00001557,3.9447509890369900,-0.44125352380328900,-0.00000034833862947916700,-0.000000216663233,Sig,20,Lib,1,73486,,341.3500729493110,Sig,3.351,3.181
73579,73807,133242,5605,,Pi  Lup,,15.085303,-47.051245,135.8696,-23.39,-21.11,5.0,3.910,-1.756,B5,-0.144,-63.981638,-66.905071,-99.451605,-0.00000651,0.00001549,-0.00001322,3.949323173768200,-0.8211991435114610,-0.00000011339791988194400,-0.000000102344167,Pi,,Lup,1,73579,,438.9347855347170,,,
74148,74376,134481,5646,,Kap1Lup,,15.198918,-48.737819,55.1876,-96.52,-47.97,-6.0,3.880,0.171,B9V,-0.029,-24.361730,-27.040918,-41.484457,-0.00001002,0.00002746,-0.00000385,3.979067417506060,-0.8506354049448180,-0.0000004679421644722220,-0.000000232565122,Kap-1,,Lup,1,74148,,74.40463661919200,,,
74167,74395,134505,5649,Wo 9512A,Zet Lup,,15.204760,-52.099247,35.9712,-113.94,-71.00,-10.0,3.410,0.630,G8III,0.918,-14.765283,-16.439560,-28.383941,-0.00000406,0.00002522,0.00000046,3.9805969035288100,-0.9093033999049890,-0.0000005523967076250000,-0.000000344217713,Zet,,Lup,1,74167,Wo 9512,48.75284901033860,,,
74438,74666,135722,5681,,49Del Boo,,15.258376,33.314833,37.3413,84.84,-110.57,-12.0,3.460,0.599,G8III,0.961,-20.523200,-23.506036,20.509246,0.00001108,-0.00001066,-0.00002347,3.9946334660143600,0.5814535324882480,0.0000004113159265833330,-0.000000536058486,Del,49,Boo,1,74438,,50.164905677322300,,,
74556,74785,135742,5685,,27Bet Lib,Zubeneschemali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35.0,2.610,-1.160,B8V,-0.071,-36.549398,-42.420251,-9.252607,0.00000357,0.00004477,0.00000020,4.001197527020820,-0.16376280166405,-0.0000004673119066875,-0.00000010064732,Bet,27,Lib,1,74556,,253.51286304979100,,,
74717,74946,135382,5671,,Gam TrA,,15.315181,-68.679545,56.3698,-66.48,-32.00,-3.0,2.870,-0.885,A1V,0.014,-13.248562,-15.637336,-52.511910,-0.00000787,0.00001881,-0.00000032,4.00950488883882,-1.1986841874783000,-0.00000032230413483333300,-0.000000155140377,Gam,,TrA,1,74717,,196.7886289706850,,,
74868,75097,137422,5735,,13Gam UMi,,15.345483,71.834016,149.2537,-18.03,17.68,-4.0,3.000,-2.870,A3II-III,0.058,-29.797327,-35.741213,141.814461,-0.00000142,0.00001867,0.00000010,4.017438041145820,1.2537400930067600,-0.00000008741190660416670,0.000000085715058,Gam,13,UMi,1,74868,,1224.6161992650500,Gam,3.016,2.996
74912,75141,136298,5695,,Del Lup,,15.356201,-40.647518,271.0027,-19.11,-24.05,-2.4,3.220,-3.945,B1.5IV,-0.227,-131.223518,-158.301112,-176.532145,-0.00000500,0.00003330,-0.00002237,4.020244134330920,-0.7094330192297880,-0.00000009264789435416670,-0.00000011659769,Del,,Lup,1,74912,,3296.0971217745800,Del,3.239,3.209
74948,75177,136422,5705,,Phi1Lup,,15.363440,-36.261376,84.3170,-91.85,-86.03,-29.0,3.570,-1.060,K5III,1.534,-43.289327,-52.423754,-49.870803,-0.00000048,0.00005838,-0.00001081,4.022139099613050,-0.6328804084955790,-0.00000044530136559027800,-0.000000417085209,Phi-1,,Lup,1,74948,,231.20647901756000,,,
75035,75264,136504,5708,,Eps Lup,,15.378021,-44.689622,156.9859,-20.25,-20.13,8.0,3.370,-2.609,B2IV-V,-0.191,-70.733584,-86.328198,-110.402888,-0.00000878,0.00001360,-0.00001664,4.0259564859707600,-0.7799810449386890,-0.00000009817477031250000,-0.000000097592993,Eps,,Lup,1,75035,,962.941712971556,,,
75229,75458,137759,5744,,12Iot Dra,,15.415494,58.966065,31.0270,-8.27,17.30,-11.0,3.290,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,0.00000406,0.00000704,-0.00000830,4.0357669491767000,1.0291519898867000,-0.00000004009409138194440,0.000000083872766,Iot,12,Dra,1,75229,,40.513522022926400,,,
75466,75695,137909,5747,,3Bet CrB,,15.463818,29.105703,34.2818,-181.39,86.84,-19.0,3.660,0.985,F0p,0.319,-18.458330,-23.589253,16.675351,-0.00000895,0.00003748,0.00000316,4.0484181742190700,0.50799034185675,-0.0000008794035351597220,0.0000004210122,Bet,3,CrB,1,75466,,35.15604405282980,Bet,3.683,3.653
76035,76267,139006,5793,,5Alp CrB,Alphekka,15.578128,26.714693,23.0097,120.38,-89.44,2.0,2.220,0.410,A0V,0.032,-12.176093,-16.558746,10.343974,0.00000708,-0.00001304,-0.00000799,4.0783442886637000,0.46625935084814400,0.0000005836187086527780,-0.000000433617355,Alp,5,CrB,1,76035,,59.70352865838370,Alp,2.289,2.209
76044,76276,138917,5788,,13Del Ser,,15.580041,10.538867,69.9301,-72.63,3.17,-38.0,3.800,-0.423,F0IV,0.268,-40.700384,-55.408101,12.790326,0.00000289,0.00004553,-0.00000605,4.078845208948460,0.18393792547518900,-0.00000035212017618750000,0.000000015368593,Del,13,Ser,1,76044,,128.58786926344000,Del,3.823,3.783
76065,76297,138690,5776,,Gam Lup,,15.585681,-41.166757,129.0323,-16.05,-25.52,2.0,2.800,-2.753,B2IV,-0.216,-57.388809,-78.369378,-84.935884,-0.00000280,0.00001317,-0.00001336,4.080321694139790,-0.7184954505889460,-0.00000007781259572916670,-0.000000123724451,Gam,,Lup,1,76065,,1099.5120668793500,,,
76100,76333,138905,5787,NN 3912,38Gam Lib,,15.592105,-14.789537,50.0250,65.67,6.93,-28.2,3.910,0.414,K0III,1.007,-28.510476,-39.071229,-12.769777,0.00002905,0.00001279,0.00000899,4.08200351280001,-0.258126111021105,0.00000031837714402083300,0.000000033597588,Gam,38,Lib,1,76100,,59.48397740692210,,,
76235,76470,139063,5794,,39Ups Lib,,15.617070,-28.135079,68.5871,-13.26,-3.48,-25.0,3.600,-0.581,K3III,1.361,-35.331726,-49.089777,-32.342270,0.00000991,0.00002132,0.00001104,4.088539276494930,-0.491049770625765,-0.00000006428629404166670,-0.000000016871516,Ups,39,Lib,1,76235,,148.73048700465300,,,
76365,76600,139365,5812,,40Tau Lib,,15.644270,-29.777754,112.4859,-22.10,-26.54,3.0,3.660,-1.595,B2.5V,-0.177,-56.468031,-79.646617,-55.864673,-0.00000721,0.00001066,-0.00001409,4.0956602634915500,-0.5197198478585630,-0.00000010714382340277800,-0.00000012866955,Tau,40,Lib,1,76365,,378.44258471709300,,,
76716,76952,140436,5849,,8Gam CrB,,15.712381,26.295637,44.7828,-112.52,50.70,-11.0,3.810,0.554,A1Vs,0.020,-22.633064,-33.161033,19.838868,-0.00001174,0.00002613,0.00000488,4.113491793766910,0.45894545075469,-0.0000005455123533611110,0.000000245800536,Gam,8,CrB,1,76716,,52.28775553134410,Gam,3.827,3.797
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,134.66,44.14,2.7,2.630,0.852,K2III,1.167,-12.578600,-18.695648,2.537718,0.00001105,-0.00001009,0.00000513,4.120145986438390,0.11214834647163200,0.0000006528501022361110,0.000000213996758,Alp,24,Ser,1,76835,,39.73745050614630,,,
76997,77233,141003,5867,,28Bet Ser,,15.769793,15.421826,47.5511,68.54,-41.31,-1.0,3.650,0.264,A3V,0.073,-25.268927,-38.245168,12.644945,0.00001233,-0.00001000,-0.00000945,4.128522152548850,0.26916163258035400,0.0000003322912966527780,-0.000000200276531,Bet,28,Ser,1,76997,,68.29674408079640,,,
77280,77516,141513,5881,,32Mu  Ser,,15.827002,-3.430208,52.0021,-98.07,-27.41,-9.0,3.540,-0.040,A0V,-0.036,-27.963131,-43.733196,-3.111420,-0.00001566,0.00002141,-0.00000635,4.143499522753210,-0.05986841876500380,-0.00000047545677652083300,-0.000000132887429,Mu,32,Ser,1,77280,,90.36494737223010,,,
77386,77622,141795,5892,NN 3921,37Eps Ser,,15.846935,4.477730,21.5983,127.98,61.87,-9.1,3.710,2.038,A2m,0.147,-11.504554,-18.201236,1.686207,0.00001655,0.00000111,0.00000573,4.148717865064800,0.07815113359946000,0.0000006204645483750000,0.000000299954224,Eps,37,Ser,1,77386,,13.32907464231340,,,
77398,77634,141556,5883,,5Chi Lup,,15.849316,-33.627165,59.8444,-5.92,-24.91,5.0,3.970,0.085,B9.5III-IV,-0.045,-26.597559,-42.137857,-33.141039,-0.00000159,0.00000070,-0.00000885,4.149341270866510,-0.5869047537120110,-0.00000002870096988888890,-0.000000120767087,Chi,5,Lup,1,77398,,80.53784411990670,,,
77716,77952,141891,5897,Gl 601A,Bet TrA,,15.919083,-63.430727,12.3778,-188.45,-401.92,0.4,2.830,2.367,F2III,0.315,-2.869157,-4.734869,-11.070637,0.00000141,0.00002415,-0.00001115,4.167606126725420,-1.10707502492751,-0.0000009136313810069440,-0.000001948563144,Bet,,TrA,1,77716,Gl 601,9.844643639803780,,,
77836,78072,142860,5933,Gl 603,41Gam Ser,,15.940882,15.661617,11.2537,311.20,-1282.17,6.6,3.850,3.594,F6V,0.478,-5.562550,-9.299226,3.038014,0.00000154,-0.00003050,-0.00006553,4.173313184476520,0.27334677981378900,0.0000015087401738888900,-0.000006216135567,Gam,41,Ser,1,77836,,3.179801427691530,,,
77868,78104,142669,5928,,5Rho Sco,,15.948077,-29.214073,144.7178,-15.20,-25.10,3.3,3.870,-1.933,B2IV/V,-0.199,-64.636099,-108.519131,-70.633018,-0.00000627,0.00001031,-0.00001702,4.175196831197810,-0.5098817647720390,-0.00000007369167944444440,-0.000000121688233,Rho,5,Sco,1,77868,,516.6542425669500,,,
78029,78265,143018,5944,,6Pi  Sco,,15.980865,-26.114105,179.5332,-12.00,-25.71,-3.0,2.890,-3.381,B1V + B2V,-0.180,-81.301517,-139.203202,-79.023364,-0.00000266,0.00001615,-0.00001874,4.183780643945640,-0.4557771176489740,-0.000000058177641666666700,-0.000000124645597,Pi,6,Sco,1,78029,,1960.6496672266000,Pi,2.913,2.873
78148,78384,143118,5948,,Eta Lup,,16.002036,-38.396706,135.5014,-16.58,-27.06,8.0,3.420,-2.240,B2.5IV,-0.206,-53.049208,-91.997111,-84.160334,-0.00000712,0.00000945,-0.00001901,4.189323310656550,-0.6701489499175840,-0.0000000803821082361111,-0.000000131190581,Eta,,Lup,1,78148,,685.488226452662,,,
78165,78401,143275,5953,,7Del Sco,Dschubba,16.005557,-22.621710,150.6024,-8.67,-36.90,-7.0,2.290,-3.599,B0.2IV,-0.117,-69.332609,-120.492107,-57.928452,0.00000298,0.00001787,-0.00002211,4.190245125208220,-0.39482331934217,-0.00000004203334610416670,-0.000000178896248,Del,7,Sco,1,78165,,2396.624529408640,Del,2.299,2.279
78580,78820,144217,5984,,8Bet1Sco,Graffias,16.090620,-19.805453,123.9157,-6.75,-24.89,-1.0,2.560,-2.906,B0.5V,-0.065,-55.881427,-102.320756,-41.986040,-0.00000067,0.00000723,-0.00001372,4.21251438265692,-0.34567036986359400,-0.000000032724923437500000,-0.000000120670125,Bet-1,8,Sco,1,78580,,1265.9017493002500,,,
78693,78933,144470,5993,,9Ome1Sco,,16.113452,-20.669192,144.5087,-10.55,-23.73,-3.0,3.930,-1.869,B1V,-0.046,-64.096463,-119.048882,-51.007488,-0.00000236,0.00001120,-0.00001447,4.2184917984563700,-0.36074546165500300,-0.00000005114784329861110,-0.000000115046286,Ome-1,9,Sco,1,78693,,487.07966649253700,,,
79352,79593,146051,6056,,1Del Oph,,16.239094,-3.694323,52.4659,-45.83,-142.91,-20.0,2.730,-0.869,M1III,1.584,-23.290749,-46.890988,-3.380547,-0.00000032,0.00002556,-0.00003495,4.251384941836540,-0.06447809841326250,-0.0000002221901097986110,-0.00000069284723,Del,1,Oph,1,79352,,193.9099078614850,,,
79423,79664,145544,6030,,Del TrA,,16.257297,-63.685682,186.2197,3.51,-13.49,-5.0,3.860,-2.490,G5II,1.105,-36.369544,-74.106715,-166.922770,0.00000865,0.00001044,-0.00000081,4.256150322898400,-1.111524831261940,0.0000000170169601875,-0.000000065401365,Del,,TrA,1,79423,,862.9785477669700,,,
79640,79882,146791,6075,NN 3949,2Eps Oph,,16.305358,-4.692511,32.6371,82.39,40.08,-7.7,3.230,0.661,G8III,0.966,-13.962311,-29.378579,-2.669978,0.00001492,0.00000102,0.00000696,4.2687327390824300,-0.08189976075842370,0.0000003994379914097220,0.000000194313323,Eps,2,Oph,1,79640,,47.38053933388260,,,
79750,79992,147394,6092,,22Tau Her,,16.329011,46.313366,94.2507,-13.15,39.31,-14.0,3.910,-0.961,B5IV,-0.151,-27.579279,-58.969611,68.155258,0.00000425,0.00002327,0.00000205,4.2749251221612600,0.8083207295772490,-0.00000006375299899305560,0.000000190580257,Tau,22,Her,1,79750,,211.0571162884350,,,
79870,80112,147165,6084,,20Sig Sco,,16.353143,-25.592796,213.6752,-10.03,-18.03,3.0,2.900,-3.749,B1III,0.299,-80.536239,-175.075401,-92.301792,-0.00000722,0.00000916,-0.00001817,4.281242955515390,-0.4466785608541780,-0.00000004862681215972220,-0.000000087411906,Sig,20,Sco,1,79870,,2751.693132808790,Sig,2.928,2.868
79928,80170,147547,6095,,20Gam Her,,16.365338,19.153130,59.0667,-47.44,44.61,-35.0,3.740,-0.117,A9III,0.299,-23.156213,-50.764845,19.379328,0.00000341,0.00004021,0.00000032,4.284435404538410,0.3342851844095930,-0.00000022999561005555600,0.000000216275382,Gam,20,Her,1,79928,,97.00631337839570,Gam,3.758,3.738
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,,16.399860,61.514213,28.2326,-16.98,56.68,-13.7,2.730,0.476,G8III,0.910,-5.477258,-12.300885,24.814526,0.00000337,0.00001328,-0.00000862,4.2934733706880700,1.0736255544334500,-0.00000008232136295833330,0.000000274792394,Eta,14,Dra,1,80089,Gl 624.1,56.182362813422800,,,
80519,80763,148478,6134,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,-10.16,-23.21,-3.0,1.060,-5.089,M1Ib + B2.5V,1.865,-58.542602,-140.307591,-75.574766,-0.00000338,0.00001360,-0.00001574,4.317105466000640,-0.4613254705959810,-0.000000049257069944444400,-0.000000112525255,Alp,21,Sco,1,80519,,9453.660459579650,Alp,1.155,0.995
80571,80816,148856,6148,,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,-98.43,-14.49,-26.0,2.780,-0.370,G8III,0.947,-15.155861,-36.689058,15.628430,-0.00000979,0.00002963,-0.00001253,4.320650131481580,0.3750645053168580,-0.0000004772021057708330,-0.000000070249502,Bet,27,Her,1,80571,,122.4616199265050,,,
80637,80883,148857,6149,,10Lam Oph,,16.515229,1.983923,53.0786,-31.37,-73.00,-14.0,3.820,0.195,A2V,0.022,-20.104527,-49.089266,1.837527,-0.00000229,0.00001570,-0.00001927,4.323676728247050,0.0346259902526225,-0.00000015208605159027800,-0.000000353913986,Lam,10,Oph,1,80637,,72.77798045368240,,,
80819,81065,147675,6102,Gl 626.1,Gam Aps,,16.557609,-78.897148,47.9157,-125.68,-77.59,5.4,3.860,0.458,K0IV SB,0.923,-3.402312,-8.577006,-47.018913,-0.00002101,0.00002621,-0.00000889,4.334771780503960,-1.3770149964606700,-0.0000006093138337222220,-0.000000376166934,Gam,,Aps,1,80819,,57.12155216230430,,,
81020,81266,149438,6165,,23Tau Sco,,16.598043,-28.216016,145.3488,-8.59,-22.50,2.0,2.820,-2.992,B0V,-0.206,-45.960032,-119.546841,-68.720500,-0.00000361,0.00000749,-0.00001494,4.3453574616019200,-0.49246238447693200,-0.000000041645495159722200,-0.000000109083078,Tau,23,Sco,1,81020,,1370.2505971242500,,,
81130,81377,149757,6175,,13Zet Oph,,16.619316,-10.567090,112.2334,13.07,25.44,-15.0,2.540,-2.711,O9.5V,0.038,-39.017319,-103.200447,-20.582092,0.00001109,0.00000922,0.00001642,4.350926751445050,-0.18443051180475,0.00000006336514804861110,0.0000001233366,Zet,13,Oph,1,81130,,1057.791322499500,Zet,2.55,2.52
81444,81693,150680,6212,Gl 635A,40Zet Her,,16.688113,31.602726,10.7158,-462.58,345.05,-70.4,2.810,2.660,F9IV,0.650,-3.073152,-8.593139,5.615032,0.00000118,0.00007468,-0.00002246,4.368937793802670,0.5515716134340350,-0.0000022426511235138900,0.000001672849604,Zet,40,Her,1,81444,Gl 635,7.516228940182050,,,
81583,81833,150997,6220,,44Eta Her,,16.714933,38.922254,33.3111,35.58,-84.98,8.0,3.480,0.867,G8III-IV,0.916,-8.555377,-24.463195,20.928253,0.00000048,-0.00001604,-0.00000554,4.375959256346190,0.6793214920466810,0.00000017249670754166700,-0.000000411994665,Eta,44,Her,1,81583,,39.192232245497700,,,
82022,82273,150798,6217,,Alp TrA,Atria,16.811077,-69.027715,119.7605,17.85,-32.92,-3.0,1.910,-3.482,K2IIb-IIIa,1.447,-13.127447,-40.804561,-111.826781,0.00001567,0.00001486,-0.00000398,4.401129586218370,-1.2047609005058000,0.00000008653924197916670,-0.000000159600663,Alp,,TrA,1,82022,,2151.7905703397600,,,
82112,82363,151249,6229,,Eta Ara,,16.829760,-59.041378,91.7431,39.59,-25.28,9.0,3.770,-1.043,K5III,1.562,-14.233672,-44.996851,-78.673358,0.00001827,-0.00000063,-0.00001368,4.406020750455190,-1.0304664384078600,0.00000019193773613194400,-0.000000122560898,Eta,,Ara,1,82112,,227.6145393141650,,,
82144,82396,151680,6241,,26Eps Sco,,16.836080,-34.293232,19.5351,-611.83,-255.87,-3.0,2.290,0.836,K2IIIb,1.144,-4.842163,-15.395680,-11.006616,-0.00005042,0.00003282,-0.00001829,4.407675434439010,-0.598529803311685,-0.000002966235541743060,-0.000001240492764,Eps,26,Sco,1,82144,,40.3273792976113,,,
82263,82514,151890,6247,,Mu 1Sco,,16.864509,-38.047380,153.6098,-8.84,-21.60,-25.0,3.000,-2.932,B1.5IV + B,-0.200,-35.432890,-115.662040,-94.671563,0.00000251,0.00003066,0.00000309,4.415118219996620,-0.6640520452978560,-0.000000042857529361111100,-0.000000104719755,Mu-1,,Sco,1,82263,,1296.5820353826300,Mu-1,3.206,2.946
82294,82545,151985,6252,,Mu 2Sco,,16.872263,-38.017536,145.3488,-12.92,-23.80,1.0,3.560,-2.252,B2IV,-0.210,-33.318750,-109.554458,-89.520712,-0.00000594,0.00001176,-0.00001384,4.4171480579181300,-0.6635311696244810,-0.00000006263792752777780,-0.000000115385655,Mu-2,,Sco,1,82294,,693.1065451499360,,,
82477,82729,152334,6271,,Zet2Sco,,16.909731,-42.361313,40.5680,-126.55,-227.77,-19.0,3.620,0.579,K4III,1.393,-8.440449,-28.763155,-27.334750,-0.00001134,0.00004975,-0.00002001,4.426957198597510,-0.73934438227605,-0.0000006135317127430560,-0.00000110426012,Zet-2,,Sco,1,82477,,51.09754090546760,,,
82745,83000,153210,6299,,27Kap Oph,,16.961139,9.375033,28.0426,-293.03,-9.70,-56.0,3.190,0.951,K2IIIvar,1.160,-7.432411,-26.650562,4.567947,-0.00002325,0.00006492,-0.00001063,4.440415745316630,0.16362518751438900,-0.0000014206495281319400,-0.000000047026927,Kap,27,Oph,1,82745,,36.27438014764580,Kap,3.199,3.189
82826,83081,152786,6285,Wo 9581,Zet Ara,,16.977006,-55.990141,149.0313,-18.31,-35.29,-6.0,3.120,-2.746,K5III,1.552,-22.059130,-80.386753,-123.538160,-0.00000626,0.00002719,-0.00000917,4.444569660267880,-0.9772123050440360,-0.00000008876938490972220,-0.000000171090747,Zet,,Ara,1,82826,,1092.4460532267900,,,
